Total paragraphs: 3934

[ 68] s=30  | 정해놓고 - 생각하라
[495] s=87  | 프로그램이 없었다면 시행집단에서 일어났을 고용률 증가는, 비교집단에서 일어난 고용률 증가와/보다 (  A  ) 것이다. 그러므로 ㉠에 이중차분법을 적용하여 평가한 프로그램의 고용 증가 효과는 평행추세 가정이 충족되는 비교집단을 이용하여 평가한 경우의 효과보다 (  B  ) 것이다.
[498] s=42  | ①
[499] s=42  | ②
[500] s=42  | ③
[501] s=42  | ④
[502] s=42  | ⑤
[503] s=100 | 윗글을 바탕으로 <보기>를 이해한 내용으로 적절하지 않은 것은? [3점]
[504] s=1   | < 보 기 >  아래의 표는 S 국가의 P주와 그에 인접한 Q주에 위치한 식당들을 1992년 1월 초와 12월 말에 조사한 결과의 일부이다. P주는 1992년 4월에 최저임금을 시간당 4달러에서 5달러로 올렸고, Q주는 1992년에 최저임금을 올리지 않았다. P주 저임금 식당들은, 최저임금 인상 전에 시간당 4달러의 임금을 지급했고 최저임금 인상 후에 임금이 상승했다. P주 고임금 식당들은, 최저임금 인상 전에 이미 시간당 5달러보다 더 높은 임금을 지급했고 최저임금 인상 후에도 임금이 상승하지 않았다. 이때 최저임금 인상에 따른 임금 상승이 고용에 미친 효과를 평가한다고 하자. 집단평균 피고용인 수(단위: 명)사건 전(A)사건 후(B) 변화(B-A)P주 저임금 식당 19.620.91.3P주 고임금 식당22.320.2-2.1Q주 식당 23.321.2-2.1
[506] s=88  | < 보 기 >
[511] s=89  | 아래의 표는 S 국가의 P주와 그에 인접한 Q주에 위치한 식당들을 1992년 1월 초와 12월 말에 조사한 결과의 일부이다. P주는 1992년 4월에 최저임금을 시간당 4달러에서 5달러로 올렸고, Q주는 1992년에 최저임금을 올리지 않았다. P주 저임금 식당들은, 최저임금 인상 전에 시간당 4달러의 임금을 지급했고 최저임금 인상 후에 임금이 상승했다. P주 고임금 식당들은, 최저임금 인상 전에 이미 시간당 5달러보다 더 높은 임금을 지급했고 최저임금 인상 후에도 임금이 상승하지 않았다. 이때 최저임금 인상에 따른 임금 상승이 고용에 미친 효과를 평가한다고 하자.
[513] s=89  | 집단평균 피고용인 수(단위: 명)사건 전(A)사건 후(B) 변화(B-A)P주 저임금 식당 19.620.91.3P주 고임금 식당22.320.2-2.1Q주 식당 23.321.2-2.1
[514] s=85  | 집단
[515] s=85  | 평균 피고용인 수(단위: 명)
[516] s=85  | 사건 전(A)
[517] s=85  | 사건 후(B)
[518] s=85  | 변화(B-A)
[519] s=86  | P주 저임금 식당
[520] s=85  | 19.6
[521] s=85  | 20.9
[522] s=85  | 1.3
[523] s=86  | P주 고임금 식당
[524] s=84  | 22.3
[525] s=84  | 20.2
[526] s=84  | -2.1
[527] s=86  | Q주 식당
[528] s=84  | 23.3
[529] s=84  | 21.2
[530] s=84  | -2.1
[534] s=42  | ① 최저임금 인상 후에 시행집단에서 일어난 변화는 1.3명이다.
[535] s=42  | ② 시행집단과 비교집단의 식당들이 종류나 매출액 수준 등의 특성에서 통계적 유사성이 높을수록 평가에 대한 신뢰도가 높아진다.
[536] s=42  | ③ 비교집단을 Q주 식당들로 택해 이중차분법을 적용하면 시행 집단에서 최저임금 인상에 따른 임금 상승의 고용 효과는 3.4명 증가로 평가된다.
[537] s=42  | ④ 비교집단의 변화를, P주 고임금 식당들의 1992년 1년간 변화로 파악할 경우보다 시행집단의 1991년 1년간 변화로 파악할 경우에 더 신뢰할 만한 평가를 얻는다.
[538] s=42  | ⑤ 비교집단을 Q주 식당들로 택하든 P주 고임금 식당들로 택하든 비교집단에서 일어난 변화가 동일하다는 사실은 평행추세 가정의 충족에 대한 신뢰도를 높인다.
[553] s=100 | 문맥상 ⓐ~ⓔ의 단어와 가장 가까운 의미로 쓰인 것은?
[554] s=42  | ① ⓐ : 그 사건의 전말이 모두 오늘 신문에 났다.
[555] s=42  | ② ⓑ : 산에 가려다가 생각을 바꿔 바다로 갔다.
[556] s=42  | ③ ⓒ : 기상청에서 전국에 건조 주의보를 내렸다.
[557] s=42  | ④ ⓓ : 회원들이 회칙 개정을 요구하는 목소리를 높였다.
[558] s=42  | ⑤ ⓔ : 하고 싶은 말은 많지만 오늘은 이만 줄입니다.
[587] s=61  | SELF CHECK LIST – V 표시
[588] s=30  | SELF CHECK LIST – V 표시
[589] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[590] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[592] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[593] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[595] s=61  | 2. 문제 풀기
[596] s=30  | 2. 문제 풀기
[598] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[599] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[601] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[602] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[604] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[606] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[608] s=30  | 7. 채점 및 해설보기
[610] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[612] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[614] s=30  | 10. 체계 만들기- 단권화
[616] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[617] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[619] s=1   | FINAL BOOST 4날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[620] s=1   | FINAL BOOST 4
[621] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[623] s=22  | 이론적으로 존재하는 가장 낮은 온도는 이며 이를 절대 온도 라고 한다. 실제로 까지 물체의 온도를 낮출 수는 없지만 그에 근접한 온도를 얻을 수는 있다. 그러한 방법 중 하나가 ‘레이저 냉각’이다.
[624] s=22  | 레이저 냉각을 이해하기 위해 우선 온도라는 것이 무엇인지 알아보자. 미시적으로 물질을 들여다보면 많은 수의 원자가 모인 집단에서 원자들은 끊임없이 서로 충돌하며 다양한 속도로 운동한다. 이때 절대 온도는 원자들의 평균 운동 속도의 제곱에 비례하는 양으로 정의된다. 따라서 어떤 원자의 집단에서 원자들의 평균 운동 속도를 감소시키면 그 원자 집단의 온도가 내려간다. 레이저 냉각을 사용하면 상온(약 )에서 대략 의 평균 운동 속도를 갖는 기체 상태의 루비듐 원자의 평균 운동 속도를 원래의 약 까지 낮출 수 있다.
[625] s=90  | 그렇다면 레이저를 이용하여 어떻게 원자의 운동 속도를 감소시킬 수 있을까? 날아오는 농구공에 정면으로 야구공을 던져서 부딪히게 하면 농구공의 속도가 느려진다. 마찬가지로 빠르게 움직이는 원자에 레이저 빛을 쏘아 충돌시키면 원자의 속도가 줄어들 수 있다. 이때 속도와 질량의 곱에 해당하는 운동량도 작아진다. 빛은 전자기파라는 파동이면서 동시에 광자라는 입자이기도 하기 때문에 운동량을 갖는다. 광자는 빛의 파장에 반비례하는 운동량을 가지며 빛의 진동수에 비례하는 에너지를 갖는다. 또한 빛의 파장과 진동수는 반비례의 관계에 있다. 레이저 빛은 햇빛과 같은 일반적인 빛과 달리 일정한 진동수의 광자로만 이루어져 있다. 레이저 빛을 구성하는 광자가 원자에 흡수될 때 광자의 에너지만큼 원자의 내부 에너지가 커지면서 광자의 운동량이 원자에 전달된다. 실례로 상온에서 의 속도로 다가오는 루비듐 원자에 레이저 빛을 쏘아 여러 개의 광자를 연이어 루비듐 원자에 충돌시키면 원자를 거의 정지시킬 수 있다. 하지만 이때 문제는 원자가 정지한 순간 레이저를 끄지 않으면 원자가 오히려 반대 방향으로 밀려날 수도 있다는 데 있다. 그런데 원자를 하나하나 따로 관측할 수 없고 각 원자의 운동 속도에 맞추어 각 원자와 충돌하는 광자의 운동량을 따로 제어할 수도 없으므로 실제 레이저를 이용해 원자의 온도를 내리는 것은 간단하지 않아 보인다. 이를 간단하게 해결하는 방법은 도플러 효과와 원자가 빛을 선택적으로 흡수하는 성질을 이용하는 것이다.
[626] s=22  | 사이렌과 관측자가 가까워질 때에는 사이렌 소리가 원래의 소리보다 더 높은 음으로 들리고, 사이렌과 관측자가 멀어질 때에는 더 낮은 음으로 들린다. 이처럼 빛이나 소리와 같은 파동을 발생시키는 파동원과 관측자가 멀어질 때는 파동의 진동수가 더 작게 감지되고, 파동원과 관측자가 가까워질 때는 파동의 진동수가 더 크게 감지되는 현상을 도플러 효과라고 한다. 이때 원래의 진동수와 감지되는 진동수의 차이는 파동원과 관측자가 서로 가까워지거나 멀어지는 속도에 비례한다. 이것을 레이저와 원자에 적용하면 레이저 광원은 파동원이고 원자는 관측자에 해당한다. 그러므로 레이저 광원에 다가가는 원자에게 레이저 빛의 진동수는 원자의 진동수보다 더 높게 감지되고, 레이저 광원에서 멀어지는 원자에게 레이저 빛의 진동수는 더 낮게 감지된다.
[627] s=22  | 한편 정지해 있는 특정한 원자는 모든 진동수의 빛을 흡수하는 것이 아니고 고유한 진동수, 즉 공명 진동수의 빛만을 흡수한다. 이것은 원자가 광자를 흡수할 때 원자 내부의 전자가 특정 에너지 준위 에서 그보다 더 높은 특정 에너지 준위 로 옮겨가는 것만 허용되기 때문이다. 이때 흡수된 광자의 에너지는 두 에너지 준위의 에너지 값의 차이 에 해당한다.
[629] s=92  | <그림>
[630] s=22  | 그러면 어떻게 도플러 효과를 이용하여 레이저 냉각을 수행하는지 알아보자. 우선 어떤 원자의 집단을 사이에 두고 양쪽에서 레이저 빛을 원자에 쏘되 그 진동수를 원자의 공명 진동수보다 작게 한다. 원자가 한쪽 레이저 빛의 방향과 반대 방향으로 움직이면 도플러 효과에 의해 원자에서 감지되는 레이저 빛의 진동수가 커지는데, 그 값이 자신의 공명 진동수에 해당하는 원자는 레이저 빛을 흡수하게 된다. 이때 흡수된 광자의 에너지는 보다 작지만(<그림>의 a), 원자는 도플러 효과 때문에 공명 진동수를 갖는 광자를 받아들이는 것처럼 낮은 준위 에 있던 전자를 허용된 준위 에 올려놓는다. 그러면 불안정해진 원자는 잠시 후에 에 해당하는 에너지를 갖는 광자를 방출하면서 전자를 에서 로 내려놓는다(<그림>의 b). 이 과정이 반복되는 동안, 원자가 광자를 흡수할 때에는 일정한 방향에서 오는 광자와 부딪쳐 원자의 운동 속도가 계속 줄어들지만, 원자가 광자를 내놓을 때에는 임의의 방향으로 방출하기 때문에 결국 광자의 방출은 원자의 속도 변화에 영향을 미치지 못하게 된다. 그러므로 원자에서 광자를 선택적으로 흡수하고 방출하는 과정이 반복되면, 원자의 속도가 줄어들면서 원자의 평균 운동 속도가 줄고 그에 따라 원자 집단 전체의 온도가 내려가게 된다.
[635] s=100 | 윗글의 내용과 일치하는 것은?
[636] s=21  | ①
[637] s=21  | ②레이저 냉각은 광자를 선택적으로 흡수하는 원자의 성질을 이용한다.
[638] s=21  | ③레이저 냉각은 원자와 레이저 빛을 충돌시켜 광자를 냉각시키는 것이다.
[639] s=21  | ④에 도달하게 할 수 있다.
[640] s=21  | ⑤개별 원자의 운동 상태를 파악하여 각각의 원자마다 적절한 진동수의 레이저 빛을 쏠 수 있다.
[648] s=100 | 2.  윗글의 <그림>을 이해한 것으로 적절하지 않은 것은?
[649] s=21  | ①에서 로 이동한다.
[650] s=21  | ②의 에너지를 갖는다.
[651] s=21  | ③로 일정하다.
[652] s=21  | ④와 일치한다.
[653] s=21  | ⑤에서 로 전자가 이동할 때 광자가 방출된다.
[676] s=100 | 윗글에 따를 때, <보기>에서 공명이 일어나는 것만을 있는 대로 고른 것은?
[677] s=27  | <보 기>소리굽쇠는 고유한 공명 진동수를 가져서, 공명 진동수와 일치하는 소리를 가해 주면 공명하고, 공명 진동수에서 약간 벗어난 진동수의 소리를 가해 주면 공명하지 않는다. 그림과 같이 마주 향한 고정된 두 스피커에서 진동수 498의 속도로 움직였더니 소리굽쇠가 공명했다. 그 후에 다음과 같이 조작하면서 소리굽쇠의 공명 여부를 관찰했다. 단, 소리굽쇠는 두 스피커 사이에서만 움직인다. ㄱ. 소리굽쇠를 중앙에서 왼쪽으로 의 속도로 움직였다.ㄴ. 소리굽쇠를 중앙에서 오른쪽으로 의 속도로 움직였다.ㄷ.왼쪽 스피커를 끄고 소리굽쇠를 중앙에서 왼쪽으로 의 속도로 움직였다.
[679] s=60  | <보 기>
[684] s=26  | 소리굽쇠는 고유한 공명 진동수를 가져서, 공명 진동수와 일치하는 소리를 가해 주면 공명하고, 공명 진동수에서 약간 벗어난 진동수의 소리를 가해 주면 공명하지 않는다. 그림과 같이 마주 향한 고정된 두 스피커에서 진동수 498의 속도로 움직였더니 소리굽쇠가 공명했다. 그 후에 다음과 같이 조작하면서 소리굽쇠의 공명 여부를 관찰했다. 단, 소리굽쇠는 두 스피커 사이에서만 움직인다.
